Province,Age,Gender,Education,Employment,Income_Group,Weight,Rel_Satisfaction,Online_Contact_Freq,SM_Interfere_Rel,SM_Interfere_Life,SM_Anxious_Envious,SM_AI_Chatbot,SM_AI_Email,Household_Type,Online_Shopping
British Columbia,55–64 years,Female,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",954.776438701,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Single-person household,Online shopper (≥ $1)
Quebec,45–54 years,Male,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",2898.230526704,Somewhat satisfied,A few times a week,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Quebec,35–44 years,Male,University degree,Employed,"$107,481 – $163,750",2883.058806961,Neutral,Everyday,Yes,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Prince Edward Island,45–54 years,Female,University degree,Employed,"$42,257 – $72,366",129.827214712,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,45–54 years,Male,University degree,Employed,"≥ $163,751",722.627106705,Somewhat satisfied,A few times a week,No,Yes,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Newfoundland and Labrador,65 years and over,Female,High school or less,Not employed,"≤ $42,256",439.527188223,Completely satisfied,,No,No,No,No,No,Single-person household,Did not shop online
Ontario,55–64 years,Male,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",1399.83203614,Somewhat satisfied,Everyday,No,No,No,No,No,Single-person household,Did not shop online
Ontario,65 years and over,Male,Some post-secondary (incl. certificate),Employed,"$72,367 – $107,480",787.797051309,Neutral,A few times a week,No,No,No,No,Yes,Family with children <18,Online shopper (≥ $1)
Newfoundland and Labrador,65 years and over,Male,,,"≤ $42,256",428.21946271,Completely satisfied,Not in the past month,No,No,No,,,Single-person household,
Manitoba,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",400.486717429,Somewhat satisfied,,No,No,No,No,Yes,Single-person household,Online shopper (≥ $1)
Alberta,35–44 years,Male,University degree,Employed,"$107,481 – $163,750",1519.257598026,,,,,,,,Family with children <18,
Alberta,35–44 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",824.236184776,Completely satisfied,Everyday,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,35–44 years,Male,University degree,Employed,"≥ $163,751",758.367106373,Neutral,Not in the past month,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Ontario,45–54 years,Male,Some post-secondary (incl. certificate),Employed,"≥ $163,751",1028.210795282,Completely satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,65 years and over,Female,University degree,Not employed,"$42,257 – $72,366",572.807508594,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Prince Edward Island,65 years and over,Female,High school or less,Not employed,"≤ $42,256",53.316782421,Completely satisfied,A few times a week,No,No,No,No,No,Family without children <18,Did not shop online
Quebec,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",921.583738667,Completely satisfied,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Quebec,35–44 years,Male,University degree,Employed,"≤ $42,256",952.268514657,Completely satisfied,A few times a week,No,Yes,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,25–34 years,Female,Some post-secondary (incl. certificate),Not employed,"$107,481 – $163,750",1027.804136002,Completely satisfied,Everyday,No,No,No,No,No,Family with children <18,Online shopper (≥ $1)
Quebec,15–24 years,Male,Some post-secondary (incl. certificate),Employed,"≥ $163,751",13632.511705019,Somewhat dissatisfied,Not in the past month,No,Yes,No,Yes,Yes,Single-person household,Online shopper (≥ $1)
Nova Scotia,55–64 years,Female,,,"≤ $42,256",686.163476656,,,No,No,Yes,,,Single-person household,
Alberta,65 years and over,Female,High school or less,Not employed,"≥ $163,751",1025.289669009,Neutral,,No,No,No,No,No,Family without children <18,Did not shop online
Quebec,65 years and over,Male,Some post-secondary (incl. certificate),Employed,"≤ $42,256",1179.905045446,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Single-person household,Did not shop online
Saskatchewan,65 years and over,Male,High school or less,Employed,"$107,481 – $163,750",334.738932565,Completely satisfied,Once a week,No,No,No,No,No,Family without children <18,Did not shop online
Ontario,45–54 years,Female,University degree,Employed,"≥ $163,751",1089.986490491,Somewhat dissatisfied,A few times a week,No,No,Yes,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,55–64 years,Female,Some post-secondary (incl. certificate),Not employed,"$107,481 – $163,750",558.591259966,Neutral,Everyday,Yes,Yes,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,25–34 years,Female,,,"$42,257 – $72,366",2865.257190824,Neutral,Everyday,No,Yes,Yes,,,Family with children <18,
British Columbia,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$107,481 – $163,750",571.527441413,Completely satisfied,A few times a week,Yes,Yes,No,Yes,No,Family without children <18,Online shopper (≥ $1)
Quebec,55–64 years,Male,Some post-secondary (incl. certificate),Employed,"≥ $163,751",520.606169515,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Female,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",3214.174140924,Completely satisfied,2–3 times a month,No,Yes,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,45–54 years,Female,University degree,Employed,"≥ $163,751",1596.005239059,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
British Columbia,45–54 years,Male,University degree,Employed,"≥ $163,751",980.940360022,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
British Columbia,65 years and over,Female,High school or less,Not employed,"$72,367 – $107,480",662.147309897,Somewhat satisfied,2–3 times a month,No,No,No,No,No,Family without children <18,Did not shop online
Alberta,45–54 years,Male,High school or less,Not employed,"≥ $163,751",1893.652566267,Completely satisfied,Not in the past month,No,No,No,No,No,Family with children <18,Did not shop online
Alberta,45–54 years,Male,University degree,Employed,"$42,257 – $72,366",1551.069394345,Neutral,Everyday,No,No,No,No,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,55–64 years,Male,High school or less,Employed,"$42,257 – $72,366",720.435870779,Somewhat satisfied,A few times a week,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Newfoundland and Labrador,65 years and over,Female,High school or less,Not employed,"$42,257 – $72,366",486.708099401,,,,,,,,Single-person household,
Quebec,55–64 years,Female,University degree,Employed,"≥ $163,751",1266.531730592,Somewhat satisfied,A few times a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,65 years and over,Female,,,"≥ $163,751",690.566954318,Somewhat dissatisfied,Everyday,No,No,No,,,Single-person household,Online shopper (≥ $1)
New Brunswick,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",387.218908589,,A few times a week,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Saskatchewan,45–54 years,Male,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",587.72929052,Somewhat satisfied,2–3 times a month,Yes,Yes,Yes,Yes,No,Single-person household,Did not shop online
Quebec,65 years and over,Male,High school or less,Employed,"$72,367 – $107,480",563.731579836,Somewhat satisfied,A few times a week,No,No,No,No,No,Family without children <18,Did not shop online
Saskatchewan,55–64 years,Male,Some post-secondary (incl. certificate),Employed,"$72,367 – $107,480",347.559117683,Completely satisfied,,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,65 years and over,Male,University degree,Not employed,"≤ $42,256",1987.215322052,Completely satisfied,,No,No,No,Yes,No,Single-person household,Online shopper (≥ $1)
Nova Scotia,25–34 years,Female,Some post-secondary (incl. certificate),Employed,"≤ $42,256",1459.586952764,Somewhat satisfied,Everyday,No,No,No,Yes,No,,Did not shop online
Nova Scotia,35–44 years,Male,Some post-secondary (incl. certificate),Employed,"≥ $163,751",624.610114457,Completely satisfied,Everyday,Yes,No,No,No,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,35–44 years,Male,University degree,Employed,"≥ $163,751",758.367106373,Neutral,A few times a week,Yes,Yes,Yes,Yes,No,Family with children <18,Online shopper (≥ $1)
Quebec,25–34 years,Female,High school or less,Employed,"$72,367 – $107,480",1454.308509721,Completely satisfied,Everyday,No,Yes,Yes,No,No,Single-person household,Did not shop online
Alberta,25–34 years,Male,University degree,Employed,"$107,481 – $163,750",4251.592450363,Somewhat satisfied,A few times a week,No,No,No,,,Single-person household,Online shopper (≥ $1)
Quebec,65 years and over,Female,University degree,Employed,"≥ $163,751",572.807508594,Completely satisfied,Everyday,No,No,No,Yes,Yes,,Online shopper (≥ $1)
Ontario,55–64 years,Female,University degree,Employed,"$72,367 – $107,480",2198.286379028,Somewhat satisfied,,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Alberta,65 years and over,Female,High school or less,Not employed,"≤ $42,256",1259.37551374,Neutral,A few times a week,No,No,No,No,No,Family without children <18,Did not shop online
Alberta,55–64 years,Male,Some post-secondary (incl. certificate),Not employed,"$72,367 – $107,480",1255.693619352,Somewhat satisfied,2–3 times a month,No,No,No,No,No,Single-person household,Did not shop online
Quebec,65 years and over,Male,High school or less,Not employed,"$42,257 – $72,366",1905.442075578,Neutral,2–3 times a month,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Ontario,55–64 years,Female,University degree,Employed,"≥ $163,751",1630.569812185,Completely satisfied,Everyday,No,Yes,No,Yes,Yes,Single-person household,Online shopper (≥ $1)
Quebec,35–44 years,Male,High school or less,Employed,"$72,367 – $107,480",901.766728723,Completely satisfied,A few times a week,No,No,No,No,No,Family with children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Female,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",1373.501969395,Completely dissatisfied,A few times a week,No,Yes,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Ontario,35–44 years,Female,University degree,Employed,"$72,367 – $107,480",2876.765700454,Completely satisfied,Everyday,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Nova Scotia,65 years and over,Female,High school or less,Not employed,"$42,257 – $72,366",361.096139782,Completely satisfied,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Alberta,55–64 years,Male,University degree,Employed,"≥ $163,751",1115.468522886,Somewhat satisfied,Everyday,Yes,Yes,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Ontario,65 years and over,Female,University degree,Not employed,"≥ $163,751",1238.612173598,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Single-person household,Online shopper (≥ $1)
New Brunswick,45–54 years,Female,University degree,Not employed,"≥ $163,751",705.63570366,Somewhat satisfied,A few times a week,No,No,No,Yes,No,Family without children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Female,University degree,Not employed,"$42,257 – $72,366",707.419080213,Completely satisfied,A few times a week,No,No,No,Yes,No,,Online shopper (≥ $1)
Ontario,35–44 years,Male,University degree,,"≥ $163,751",1225.328537681,Completely satisfied,Everyday,No,No,No,No,No,Family with children <18,Did not shop online
Manitoba,65 years and over,Male,University degree,Not employed,"$72,367 – $107,480",317.502316407,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Prince Edward Island,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"≤ $42,256",97.277591306,Completely satisfied,Everyday,No,No,No,Yes,No,Single-person household,Online shopper (≥ $1)
Quebec,65 years and over,Female,High school or less,Not employed,"≤ $42,256",910.44078555,,,,,,,,Single-person household,
Quebec,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",1179.905045446,Completely satisfied,Everyday,Yes,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,65 years and over,Male,University degree,Employed,"≥ $163,751",746.142910044,Completely satisfied,,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Nova Scotia,25–34 years,Female,University degree,Employed,"$42,257 – $72,366",659.984515451,Completely satisfied,,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Alberta,35–44 years,Male,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",2297.715619753,Neutral,Everyday,No,No,No,No,Yes,Family with children <18,Online shopper (≥ $1)
Ontario,45–54 years,Male,Some post-secondary (incl. certificate),Not employed,"$107,481 – $163,750",1161.586632788,Somewhat satisfied,A few times a week,No,Yes,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
